"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","FQ2IWe src","ah5Ghc","M4A5Cf","ah5Ghc 2","e4rVHe"
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Makassar+Pettarani/data=!4m7!3m6!1s0x2dbee326f4a98431:0x569eb7758f89f122!8m2!3d-5.1632353!4d119.4359706!16s%2Fg%2F11g2qldmgl!19sChIJMYSp9Cbjvi0RIvGJj3W3nlY?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Makassar Pettarani","4.4","(92)","工具商店","·","·","营业中","⋅ 21:30 结束营业","·","(0411) 4669345","https://lh5.googleusercontent.com/p/AF1QipOm6K4igPRY9TNeu-cheDd11dkNiib_cb5rC2Rd=w163-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Pusaka+Hardware+%26+Machineries/data=!4m7!3m6!1s0x2e68e62dabded1cd:0xa48766449a2a1d8c!8m2!3d-6.9206769!4d107.6177024!16s%2Fg%2F11bbx01128!19sChIJzdHeqy3maC4RjB0qmkRmh6Q?authuser=0&hl=zh-CN&rclk=1","Pusaka Hardware & Machineries","4.4","(188)","工具商店","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二08:30","·","(022) 4238942","https://lh5.googleusercontent.com/p/AF1QipN22l3G4J-nHUgq2smq6qHqt1Z10ECF4G-aP77J=w80-h142-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Krisbow/data=!4m7!3m6!1s0x2e69c1d3d032834d:0xc1e3ccfa753999c8!8m2!3d-6.4797276!4d106.8653125!16s%2Fg%2F1hc4ks4m3!19sChIJTYMy0NPBaS4RyJk5dfrM48E?authuser=0&hl=zh-CN&rclk=1","Krisbow","4.3","(175)","工具商店","·","Jl. Raya Mayor Oking Jaya Atmaja No.9A","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","0822-9898-4304","https://lh5.googleusercontent.com/p/AF1QipMUJ8eVTXY0Gs9XTo41-1ifn_FYyHzh6-46ZlS2=w80-h107-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Bandung/data=!4m7!3m6!1s0x2e68e86da22ca3e3:0xb34f8048df62f9ff!8m2!3d-6.9405131!4d107.6419156!16s%2Fg%2F1hc7s4jbw!19sChIJ46Msom3oaC4R__li30iAT7M?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Bandung","4.4","(296)","工具商店","·","·","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","(022) 7337037","https://lh5.googleusercontent.com/p/AF1QipN9LjFaXkftJiowZny6S1AkXW6En6uQASgsAU_S=w80-h142-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Dewalt+Indonesia/data=!4m7!3m6!1s0x303131b145e484d7:0xd1cd7017c356b8f2!8m2!3d3.5862513!4d98.6882843!16s%2Fg%2F1pzyp63r3!19sChIJ14TkRbExMTAR8rhWwxdwzdE?authuser=0&hl=zh-CN&rclk=1","Dewalt Indonesia","","","家电商场","·","Jl. Merbabu No.187","即将打烊","：17:00 ⋅ 下次开门时间：周二08:30","·","(061) 4523690","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=isa9RyxkFLaqRJFcGucWwQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=339.73425&pitch=0&thumbfov=100","送货","","","无评价"
"https://www.google.com/maps/place/Jaya+Pratama+Teknik+Retailindo/data=!4m7!3m6!1s0x2dd240e86418bff7:0xaff8dc22e29639df!8m2!3d-8.6794548!4d115.2153397!16s%2Fg%2F11cn5ppzr6!19sChIJ978YZOhA0i0R3zmW4iLc-K8?authuser=0&hl=zh-CN&rclk=1","Jaya Pratama Teknik Retailindo","4.5","(485)","割草机专卖店","·","·","营业中","⋅ 19:00 结束营业","·","0881-5033-830","https://lh5.googleusercontent.com/p/AF1QipPip-dA3Rpw9fzmYNYBBeqLJoQG0j_qXzVFtSed=w84-h92-k-no","""...","","powertools",""
"https://www.google.com/maps/place/Coofixtools/data=!4m7!3m6!1s0x3031319acf5c2773:0xadcbf6ec3dad75bf!8m2!3d3.5728587!4d98.6907788!16s%2Fg%2F11hf9fgsd5!19sChIJcydcz5oxMTARv3WtPez2y60?authuser=0&hl=zh-CN&rclk=1","Coofixtools","5.0","(7)","家电商场","·","Jl. Laksana No.91","营业中","⋅ 18:00 结束营业","·","0812-6434-6667","https://lh5.googleusercontent.com/p/AF1QipOiVCIeN_rjD_-m1jtWRPv9aufw6GTqPEXigCM=w122-h92-k-no","""... jenis perkakas dari","","powertools",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Malang/data=!4m7!3m6!1s0x2dd62819b9fc5c5d:0xcbaaa837c7e15100!8m2!3d-7.934659!4d112.649558!16s%2Fg%2F11c6vvdf7w!19sChIJXVz8uRko1i0RAFHhxzeoqss?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Malang","4.5","(203)","工具商店","·","Jl. Raden Panji Suroso No.13","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","(0341) 4381907","https://lh5.googleusercontent.com/p/AF1QipOyp9k-kcrJM3UZBOFNdA5VVzPHyAScXXuh_WZm=w80-h106-k-no","店内购买","·","路边自提",""
"https://www.google.com/maps/place/Toko+Perkakas+Krisbow/data=!4m7!3m6!1s0x686c584e8bcfe787:0x6937d40a9bfee6f7!8m2!3d-2.5692954!4d140.6955186!16s%2Fg%2F1pzw23zwl!19sChIJh-fPi05YbGgR9-b-mwrUN2k?authuser=0&hl=zh-CN&rclk=1","Toko Perkakas Krisbow","4.2","(60)","工具商店","·","·","营业中","⋅ 21:00 结束营业","·","(0967) 551887","https://lh5.googleusercontent.com/p/AF1QipOHEFdf0IPVPP5S_zuCGAotNGNBC0dooD5LRslg=w162-h92-k-no","","","",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Solo/data=!4m7!3m6!1s0x2e7a168b55f02709:0x9915b3412bddbb96!8m2!3d-7.5684195!4d110.8304003!16s%2Fg%2F11bxdwjlmf!19sChIJCSfwVYsWei4RlrvdK0GzFZk?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Solo","4.5","(218)","工具商店","·","·","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","(0271) 636738","https://lh5.googleusercontent.com/p/AF1QipPX_NskuZXdgqogpktKxRW1ElSkRQ3bo_ANInQ8=w80-h106-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/PT.+Krisbow+Indonesia+-+Krisbow+Pandaan/data=!4m7!3m6!1s0x2dd7d9e442aff40f:0x4fb6a1da6a70a3a7!8m2!3d-7.6528801!4d112.6861672!16s%2Fg%2F11bzq3bm6r!19sChIJD_SvQuTZ1y0Rp6Nwatqhtk8?authuser=0&hl=zh-CN&rclk=1","PT. Krisbow Indonesia - Krisbow Pandaan","4.6","(34)","工具商店","·","·","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","0822-1181-8337","https://lh5.googleusercontent.com/p/AF1QipPKhSCgJFyGJtqAjuFyE55vvgmBy-ceLxKTNFoy=w122-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Dharma+Precision+Tools/data=!4m7!3m6!1s0x2e699b528b359197:0x319b037039f71de8!8m2!3d-6.3369293!4d107.1336212!16s%2Fg%2F1v387n10!19sChIJl5E1i1KbaS4R6B33OXADmzE?authuser=0&hl=zh-CN&rclk=1","Dharma Precision Tools","4.8","(46)","工具商店","·","Jl. Raya Inti No.12 Blok C","营业中","","·","(021) 8973646","https://lh5.googleusercontent.com/p/AF1QipPyfOTiyqMS50S95slL3dUolLA5Yyol877tQhon=w80-h142-k-no","","","",""
"https://www.google.com/maps/place/Bumi+Raya+Toko/data=!4m7!3m6!1s0x2e69f5fd63eb78ed:0xf3066a5a8786c8d!8m2!3d-6.144311!4d106.818729!16s%2Fg%2F1thkntl9!19sChIJ7XjrY_31aS4RjWx4qKVmMA8?authuser=0&hl=zh-CN&rclk=1","Bumi Raya Toko","4.5","(58)","工具商店","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二08:30","·","(021) 6010754","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5gH-n2CvxmFhza32ZPRpWg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=145.82828&pitch=0&thumbfov=100","""Tempat alat alat teknik dan","","power tools",""
"https://www.google.com/maps/place/Toko+Perkakas+Krisbow/data=!4m7!3m6!1s0x2d6ce813972cfb27:0xd13eef8836872a02!8m2!3d-3.6993109!4d128.1812407!16s%2Fg%2F1pzrjf214!19sChIJJ_sslxPobC0RAiqHNojvPtE?authuser=0&hl=zh-CN&rclk=1","Toko Perkakas Krisbow","4.4","(45)","工具商店","·","·","已打烊","⋅ 下次开门时间：周二09:00","·","(0911) 352656","https://lh5.googleusercontent.com/p/AF1QipNRuSspk3xQ3Y9QS6_0ejYbrMVTX4QfOtOwEwZ2=w92-h92-k-no","","","",""
"https://www.google.com/maps/place/Warehouse+INGCO+Indonesia+-+Alat+Teknik+Profesional+Berstandar+Jerman/data=!4m7!3m6!1s0x30313a77df04526f:0x6fca1b6be1090525!8m2!3d3.5401011!4d98.7150787!16s%2Fg%2F11b7vq_ldk!19sChIJb1IE33c6MTARJQUJ4Wsbym8?authuser=0&hl=zh-CN&rclk=1","Warehouse INGCO Indonesia - Alat Teknik Profesional Berstandar Jerman","4.6","(90)","家电商场","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二09:00","·","0811-6201-188","https://lh5.googleusercontent.com/p/AF1QipNLKfxKkSG1pW5T7pbmZ1Ex5NFiYbvguFJgd_8m=w122-h92-k-no","送货","","",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Banyuwangi/data=!4m7!3m6!1s0x2dd1452efa5f57cd:0xe1ec04e6e1874120!8m2!3d-8.2150284!4d114.3713964!16s%2Fg%2F11gfmc505n!19sChIJzVdf-i5F0S0RIEGH4eYE7OE?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Banyuwangi","4.5","(140)","工具商店","·","Ruko Dhofin, Jl. Dr. Sutomo No.28, RT.03/RW.03","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","(0333) 3384328","https://lh5.googleusercontent.com/p/AF1QipOD5wAx5rtyCNA5H9NGGQM5kFkICpKbjv1cHKgJ=w199-h92-k-no","店内购买","·","路边自提",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Kudus/data=!4m7!3m6!1s0x2e70c4eda5f707b1:0xf370b973ef1b5883!8m2!3d-6.8239699!4d110.8342986!16s%2Fg%2F11b6d0kb5d!19sChIJsQf3pe3EcC4Rg1gb73O5cPM?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Kudus","4.4","(201)","工具商店","·","·","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","(0291) 431447","https://lh5.googleusercontent.com/p/AF1QipM0lI-ucGURvshnV9NdKse1LyRPYT-UXGzxKVFZ=w122-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Cahaya+Nusantara+Teknik+LONTAR/data=!4m7!3m6!1s0x2dd7fdce081b7e61:0x49863423fed14418!8m2!3d-7.2839993!4d112.6684917!16s%2Fg%2F1pzv281w5!19sChIJYX4bCM791y0RGETR_iM0hkk?authuser=0&hl=zh-CN&rclk=1","Cahaya Nusantara Teknik LONTAR","4.7","(414)","工具商店","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二08:00","·","0811-3537-787","https://lh5.googleusercontent.com/p/AF1QipNVX6vgV4OQKyDf74meHdx5uz5Pvo3sauB3Kkmm=w80-h142-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/ACE+HARDWARE/data=!4m7!3m6!1s0x2e69f3fc6c1d5803:0x88251ab6a219a0ea!8m2!3d-6.2242423!4d106.8226777!16s%2Fg%2F11g68_dj_2!19sChIJA1gdbPzzaS4R6qAZorYaJYg?authuser=0&hl=zh-CN&rclk=1","ACE HARDWARE","4.5","(523)","家居装潢器材店","·","工具和用品连锁店","营业中","⋅ 22:00 结束营业","·","0895-7040-60100","https://lh5.googleusercontent.com/p/AF1QipOF5mxTOyCiyBOvbCmme2qJ7cymXiDK2EYhxQeL=w122-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/INGCO+Tools+by+GUNKA+-+HQ+Semarang/data=!4m7!3m6!1s0x2e708d988d56a84b:0x2e8329aa762ec1fa!8m2!3d-6.977473!4d110.4333008!16s%2Fg%2F11kpvtt73b!19sChIJS6hWjZiNcC4R-sEudqopgy4?authuser=0&hl=zh-CN&rclk=1","INGCO Tools by GUNKA - HQ Semarang","5.0","(29)","工具商店","·","Jl. Sidorejo No.73","即将打烊","：17:00 ⋅ 下次开门时间：周二09:00","·","0851-7954-5902","https://lh5.googleusercontent.com/p/AF1QipM8rLf9w3D-lK7Hsq1l9HgmLrjZqKDaSLj6onB6=w199-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/PT+Krisbow+Indonesia+Branch+Banjarmasin/data=!4m7!3m6!1s0x2de426db028623bd:0x3a431acf44542b3d!8m2!3d-3.3595776!4d114.6342781!16s%2Fg%2F1hc9q7j9b!19sChIJvSOGAtsm5C0RPStURM8aQzo?authuser=0&hl=zh-CN&rclk=1","PT Krisbow Indonesia Branch Banjarmasin","4.3","(134)","工具商店","·","·","已打烊","⋅ 下次开门时间：周二08:30","·","0823-7222-2340","https://lh3.googleusercontent.com/gps-proxy/ALd4DhGQiBDUZz-rsrMWz8GxZxBPBYS4Fd3saDMLg-jVmRzIawTzwnEEGYrtVqJR10JeqHfh6EcNyOwVeZHGaO3wqyddzPIufqVMT-71CSgdyS1LGD4xqmPlnyQRSXm6bSrNFAHy5k6HJQk-4DRCz2GORh_T4L-z6vh_-X1q_srvGafULBfdw6G2BUYdekTaNrLUFIPQfKo=w122-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Duta+Diesel+%2F+Bosch+Power+Tools+Service+Center/data=!4m7!3m6!1s0x303131c82637b97b:0x93992f5b284072e!8m2!3d3.5885877!4d98.6818272!16s%2Fg%2F11g6rcq1x4!19sChIJe7k3JsgxMTARLgeEsvWSOQk?authuser=0&hl=zh-CN&rclk=1","Duta Diesel / Bosch Power Tools Service Center","4.5","(34)","数码城","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二09:00","·","(061) 4538210","https://lh5.googleusercontent.com/p/AF1QipMekmKglRLimEXNyu62Nvkx2tmUnOREtj6chvoN=w92-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Podomoro+Palur/data=!4m7!3m6!1s0x2e7a17a6dede0cb7:0x68312d40be6ff62c!8m2!3d-7.568252!4d110.8714405!16s%2Fg%2F11btx0cwnh!19sChIJtwze3qYXei4RLPZvvkAtMWg?authuser=0&hl=zh-CN&rclk=1","Podomoro Palur","4.5","(99)","工具商店","·","·","已打烊","⋅ 下次开门时间：周二08:00","·","(0271) 821550","https://lh5.googleusercontent.com/p/AF1QipN82VmuoIxoOmWqaScUUH41y-it9l5Q00nXqtWW=w205-h92-k-no","门店自提","·","送货",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Tanjung+Pinang/data=!4m7!3m6!1s0x31d96da021e03f97:0xae94061ce29f56a2!8m2!3d0.9149854!4d104.4958104!16s%2Fg%2F11g7zd6p1s!19sChIJlz_gIaBt2TERolaf4hwGlK4?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Tanjung Pinang","4.7","(106)","工具商店","·","Jalan D I Panjaitan KM 8 NO 6 - 7","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","(0771) 7335215","https://lh5.googleusercontent.com/p/AF1QipMCps7cRY-cdFxqbw4_XVJQ6RulHubmpne-SADJ=w124-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Purwakarta/data=!4m7!3m6!1s0x2e690f65a6de2af9:0x1a48c0702ef77c20!8m2!3d-6.5386077!4d107.4412574!16s%2Fg%2F11gmgd2mw6!19sChIJ-SrepmUPaS4RIHz3LnDASBo?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Purwakarta","4.7","(41)","工具商店","·","Jl. Taman Pahlawan No.73 B, RT.016/RW.010","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","","","https://lh5.googleusercontent.com/p/AF1QipO0bud7jIhT3Q-K_ygowwH2YLskRISOABMXLDcg=w122-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/KRISBOW+CIKAMPEK/data=!4m7!3m6!1s0x2e696db680460881:0xc480ffdfcf26f8c!8m2!3d-6.4187269!4d107.4828414!16s%2Fg%2F11h5w3n8l6!19sChIJgQhGgLZtaS4RjG_y_P0PSAw?authuser=0&hl=zh-CN&rclk=1","KRISBOW CIKAMPEK","4.3","(51)","工具商店","·","Jl. By Pass Jomin Rawasari No.RT. 11/02","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","0812-1001-8313","https://lh5.googleusercontent.com/p/AF1QipNLwM31C1JanQIh6iHTnZFnKRmRNwWU2dlKVFop=w80-h142-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Solomon/data=!4m7!3m6!1s0x2dd7fbadd57ae3ab:0x7d613aa587f2dbc1!8m2!3d-7.29884!4d112.7570579!16s%2Fg%2F1hm44yjdl!19sChIJq-N61a371y0Rwdvyh6U6YX0?authuser=0&hl=zh-CN&rclk=1","Solomon","4.5","(390)","工具商店","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二08:00","·","(031) 5047939","https://lh5.googleusercontent.com/p/AF1QipMG0lL5MX7aCrtHVIK3lpxFUzSVM2rT1vtG6TRI=w80-h142-k-no","门店自提","","",""
"https://www.google.com/maps/place/KRISBOW+BALIKPAPAN/data=!4m7!3m6!1s0x2df147947403b9e3:0x4a067b115e888007!8m2!3d-1.2414047!4d116.8734277!16s%2Fg%2F11hyly0v44!19sChIJ47kDdJRH8S0RB4CIXhF7Bko?authuser=0&hl=zh-CN&rclk=1","KRISBOW BALIKPAPAN","4.8","(70)","工具商店","·","Lantai UG Living Plaza, Jl. MT Haryono No.86, RT.54","营业中","⋅ 22:00 结束营业","·","0821-2254-4359","https://lh5.googleusercontent.com/p/AF1QipMQbNwaPY0IaTlvk-gwAfLObWO-r6XOfE4vyV2r=w122-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Kawan+Lama+Solution+%2F+Krisbow+Pontianak/data=!4m7!3m6!1s0x2e1d5bcfdf0f6a6f:0x31e9b6e681312f77!8m2!3d-0.0257664!4d109.3324222!16s%2Fg%2F11g192n11n!19sChIJb2oP389bHS4Rdy8xgea26TE?authuser=0&hl=zh-CN&rclk=1","Kawan Lama Solution / Krisbow Pontianak","4.7","(65)","工具商店","·","·","即将打烊","：16:30 ⋅ 下次开门时间：周二08:30","·","0821-1441-1357","https://lh5.googleusercontent.com/p/AF1QipPvYdDahmnUSVAbUJ0kVZiSzEOgDXJtd50cKGg6=w159-h92-k-no","店内购买","·","门店自提",""
"https://www.google.com/maps/place/Untung+Teknik/data=!4m7!3m6!1s0x2dd7fbb2248a3279:0x8967d08da908c47d!8m2!3d-7.2926216!4d112.7619499!16s%2Fg%2F11cnlcbbl1!19sChIJeTKKJLL71y0RfcQIqY3QZ4k?authuser=0&hl=zh-CN&rclk=1","Untung Teknik","4.2","(195)","电器用品店","·","·","即将打烊","：17:00 ⋅ 下次开门时间：周二08:00","·","0817-9340-947","https://lh5.googleusercontent.com/p/AF1QipMhAHXZ08_jVg7r0_cxjgUOJ_XSbhXa-knGRPq_=w122-h92-k-no","门店自提","·","送货",""
